Station,Year,Season,L4_Chl-a,L4_Depth,L4_pH,L4_Sal,L4_DO,L4_COD,L4_DIP,L4_NO2-N,L4_NO3-N,L4_NH4-N,L4_DIN,L4_NO3/NO2,L4_NO3/NH4,L4_NO2/NH4,L4_Petro,L4_TN,L4_TP,L4_TN/TP,L4_Si,L4_SS,L4_COD_rate,L4_DIP_rate,L4_DIN_rate,L4_Petroleum_rate,L4_Max_rate,L4_N/P,L4_Si/N,L4_Si/P,L4_T,L4_Tr,L4_WindS,L4_WindD,L4_WaterC,L4_SeaC,L4_Weather
310819,2016,1,0.887,11.8,8.255,32.4,11.55,0.69,0.008,0,0.184,0.001,0.185,0,124.324,0,0.004,0.234,0.057,4.112,0.347,6.55,0.345,0.528,0.927,0.082,1.226,23.434,1.871,1.871,4.8,1,5.4,174,12,3,Cloudy
310825,2016,1,0.467,11.3,8.24,32.122,12.215,0.591,0.011,0.001,0.203,0.003,0.207,281.944,62.946,0.223,0.005,0.217,0.104,2.09,0.252,5.9,0.295,0.763,1.069,0.096,1.586,18.074,1.215,1.215,4.8,0.9,7,153,11,3,Cloudy
310879,2016,1,0.826,14.5,8.23,32.384,12.4,0.695,0.008,0,0.184,0.001,0.185,0,123.49,0,0.004,0.234,0.057,4.112,0.347,6.3,0.348,0.528,0.927,0.086,1.297,23.435,1.871,1.871,4.7,1,5.7,166,12,3,Cloudy
316605,2016,1,1.538,1.5,8.22,30.359,11.038,1.381,0.004,0.01,0.28,0.065,0.355,28.264,4.304,0.152,0.02,0.577,0.011,52.455,0.619,9.115,0.691,0.267,2.547,0.405,2.547,88.668,1.745,1.745,7.4,0.8,3.4,45,16,3,Cloudy
316619,2016,1,1.214,3,8.11,30.527,9.844,1.484,0.003,0.007,0.137,0.067,0.211,18.922,2.04,0.108,0.018,0.385,0.007,55,0.413,27.322,0.742,0.2,1.109,0.369,1.967,70.292,1.959,1.959,6.6,1,3.7,45,16,3,Cloudy
316625,2016,1,1.404,2,8.27,30.811,11.149,1.532,0.002,0.009,0.109,0.043,0.161,12.752,2.539,0.199,0.029,0.289,0.005,57.8,0.479,11.474,0.766,0.133,0.804,0.586,1.221,80.362,2.98,2.98,7.4,1,3.3,45,16,3,Cloudy
317727,2016,1,1.476,6.7,8.32,31.512,10.326,1.171,0.005,0.009,0.253,0.048,0.309,29.648,5.335,0.18,0.021,0.548,0.012,45.667,0.563,12.295,0.585,0.3,2.095,0.427,2.095,68.772,1.818,1.818,6.75,0.8,1.1,45,13,1,Sunny
317793,2016,1,1.79,6.4,8.29,31.281,10.643,1.175,0.003,0.006,0.171,0.023,0.2,28.5,7.435,0.261,0.016,0.36,0.007,51.429,0.531,9.397,0.587,0.2,1,0.311,2.1,66.667,2.655,2.655,6.9,1,1.3,45,13,1,Sunny
317807,2016,1,1.096,9.1,8.27,31.241,10.393,1.103,0.003,0.008,0.201,0.057,0.266,25.174,3.533,0.14,0.011,0.459,0.007,70.615,0.555,13.587,0.552,0.2,1.664,0.229,1.664,88.796,2.083,2.083,5.95,2,1.2,45,13,1,Sunny
317831,2016,1,1.197,7,8.34,31.205,10.322,1.064,0.002,0.009,0.103,0.056,0.168,10.899,1.839,0.169,0.006,0.304,0.005,67.444,0.388,18.561,0.532,0.1,0.842,0.111,1.019,112.295,2.3,2.3,6.2,1,1.7,45,13,1,Sunny
317855,2016,1,1.649,5.3,8.36,31.174,9.733,1.087,0.003,0.008,0.279,0.057,0.344,33.662,4.897,0.145,0.024,0.52,0.007,74.286,0.602,36.417,0.544,0.2,2.444,0.482,2.444,114.813,1.748,1.748,7,0.8,1.4,45,13,1,Sunny
317909,2016,1,0.597,5.5,8.3,31.368,11.2,0.649,0.002,0.001,0.024,0.01,0.035,21.835,2.333,0.107,0.012,0.042,0.015,2.924,0.467,9.5,0.325,0.143,0.175,0.242,1.058,16.321,13.309,13.309,7.4,2,3.1,187,4,2,Sunny
317915,2016,1,1.54,4,8.29,31.265,11.1,0.729,0.002,0.001,0.056,0.042,0.1,68.826,1.328,0.019,0.01,0.133,0.013,10.076,0.48,5.5,0.365,0.143,0.498,0.206,0.725,46.287,4.823,4.823,7.9,2,2.8,175,4,2,Sunny
317969,2016,1,0.144,7,8.28,31.199,11.3,0.602,0.002,0.001,0.031,0.031,0.063,38.02,0.99,0.026,0.049,0.088,0.008,11.131,0.507,4.5,0.301,0.143,0.317,0.984,0.984,29.45,8.007,8.007,7.2,2,2.9,190,4,2,Sunny
317975,2016,1,0.883,5,8.22,31.113,11.1,0.887,0.002,0.001,0.042,0.05,0.093,38.716,0.849,0.022,0.012,0.125,0.011,11.905,0.4,6.3,0.444,0.143,0.465,0.23,0.64,43.251,4.302,4.302,7.3,1.5,3.1,174,4,2,Sunny
317985,2016,1,0.195,4,8.27,31.039,11,0.634,0.002,0,0.005,0.014,0.019,0,0.371,0,0.014,0.025,0.012,2.101,0.414,6.9,0.317,0.143,0.093,0.286,0.69,8.67,22.21,22.21,8.4,1.5,3,180,4,2,Sunny
318015,2016,1,0.183,5.5,8.2,30.692,11.3,2.23,0.002,0.002,0.056,0.057,0.115,34.329,0.993,0.029,0.009,0.152,0.017,8.837,0.387,10,1.23,0.143,0.573,0.181,1.23,53.321,3.376,3.376,8.2,1.5,3.3,178,4,2,Sunny
318037,2016,1,1.455,4.2,8.25,30.832,10.674,1.413,0.004,0.007,0.13,0.077,0.214,19.507,1.694,0.087,0.019,0.37,0.012,30.833,0.392,17.376,0.706,0.267,1.141,0.383,1.213,53.529,1.831,1.831,6.3,1,3.2,45,16,3,Cloudy
318063,2016,1,1.374,5.2,8.39,29.961,11.244,1.206,0.002,0.006,0.117,0.027,0.15,19.028,4.335,0.228,0.021,0.26,0.005,52,0.263,38.088,0.603,0.133,0.751,0.417,1.66,75.097,1.751,1.751,7,0.8,3.5,45,16,3,Cloudy
318077,2016,1,1.7,5.6,8.07,30.844,10.714,1.254,0.003,0.009,0.121,0.085,0.216,12.956,1.427,0.11,0.034,0.374,0.01,37.4,0.498,18.5,0.627,0.2,1.157,0.673,2.072,71.892,2.309,2.309,6.2,1,3.6,45,16,3,Cloudy
318085,2016,1,1.404,4.8,8.16,30.591,8.388,1.746,0.002,0.012,0.186,0.021,0.218,16.145,8.845,0.548,0.04,0.39,0.006,65,0.518,8.582,0.873,0.133,1.182,0.807,1.182,109.123,2.373,2.373,7.6,1,3.5,45,16,3,Cloudy
318091,2016,1,1.581,11.2,8.07,30.37,10.789,1.29,0.003,0.007,0.116,0.028,0.15,17.156,4.133,0.241,0.017,0.281,0.006,51.091,0.347,6.957,0.645,0.167,0.752,0.33,1.337,60.182,2.306,2.306,5.55,3,3.5,45,16,3,Cloudy
318105,2016,1,0.966,2.1,8.24,30.686,10.88,2,0.003,0.009,0.297,0.033,0.338,34.653,8.989,0.259,0.027,0.563,0.007,80.429,0.576,29.722,1,0.2,2.382,0.549,2.382,112.733,1.703,1.703,7.5,0.8,3.9,45,16,3,Cloudy
318119,2016,1,0.237,2,8.13,31.379,10.69,1.262,0.003,0.013,0.178,0.041,0.232,13.692,4.341,0.317,0.035,0.41,0.007,58.571,0.548,27.525,0.631,0.2,1.32,0.692,1.333,77.333,2.362,2.362,11,0.5,1.5,45,13,2,Sunny
318137,2016,1,0.914,3,8.18,31.264,10.461,1.191,0.002,0.011,0.226,0.011,0.248,20.545,20.545,1,0.034,0.432,0.004,108,0.38,15.415,0.595,0.133,1.48,0.683,1.48,124,1.532,1.532,7,1.5,2.2,45,13,2,Sunny
318151,2016,1,0.983,12,8.23,31.301,10.528,1.262,0.004,0.011,0.28,0.053,0.344,26.667,5.283,0.198,0.013,0.495,0.011,47.095,0.467,10.444,0.631,0.267,2.435,0.262,2.435,85.875,1.358,1.358,6.05,3.5,2.4,45,13,2,Sunny
318175,2016,1,1.006,3.5,8.12,31.272,10.358,1.333,0.003,0.006,0.24,0.067,0.313,40,3.582,0.09,0.007,0.522,0.006,87,0.505,10.523,0.667,0.2,2.13,0.131,2.13,104.333,1.613,1.613,6.1,2.5,2.7,45,13,2,Sunny
318211,2016,1,1.991,13.7,8.3,31.276,10.757,1.222,0.004,0.006,0.15,0.03,0.185,24.917,5.068,0.203,0.007,0.329,0.009,36.5,0.434,8.464,0.611,0.233,0.925,0.144,1.263,52.857,2.343,2.343,6.3,2,1.5,135,13,2,Sunny
318217,2016,1,0.955,6.4,8.245,31.064,10.014,1.091,0.003,0.008,0.135,0.053,0.196,16.274,2.542,0.156,0.019,0.35,0.005,69.9,0.452,9.002,0.546,0.167,0.98,0.385,1.835,78.413,2.306,2.306,5.85,1.8,1.8,45,13,1,Sunny
318243,2016,1,1.197,7.3,8.295,31.387,10.12,1.163,0.002,0.007,0.19,0.023,0.22,29.231,8.261,0.283,0.018,0.395,0.005,87.778,0.558,8.461,0.581,0.133,1.195,0.352,1.195,109.75,2.54,2.54,6.3,1,1.5,45,13,1,Sunny
318251,2016,1,2.11,12.6,8.33,31.315,11.11,1.218,0.003,0.007,0.143,0.043,0.193,20.429,3.326,0.163,0.01,0.352,0.006,64,0.367,10.459,0.609,0.167,0.965,0.194,1.203,77.2,1.902,1.902,6.2,2.2,1.3,135,13,2,Sunny
318257,2016,1,0.811,8.5,8.305,31.516,10.204,1.052,0.004,0.008,0.198,0.024,0.23,24.184,8.42,0.348,0.013,0.388,0.009,45.647,0.49,6.329,0.526,0.233,1.295,0.26,1.411,65.584,2.132,2.132,5.75,2,1.5,45,13,1,Sunny
318299,2016,1,1.258,8.6,8.335,31.077,10.022,1.135,0.003,0.006,0.179,0.027,0.212,28.676,6.632,0.231,0.032,0.367,0.007,56.462,0.469,14.352,0.567,0.167,1.123,0.633,1.14,84.929,2.207,2.207,5.9,2,1.2,45,13,1,Sunny
318311,2016,1,1.27,12.9,8.295,31.448,10.484,1.222,0.003,0.01,0.11,0.073,0.192,11.526,1.51,0.131,0.021,0.324,0.006,54,0.328,11.696,0.611,0.167,0.958,0.416,1.147,76.6,1.71,1.71,6.2,1.8,1.7,135,13,2,Sunny
318343,2016,1,1.23,8,8.315,31.179,10.223,1.06,0.003,0.008,0.194,0.039,0.241,23.754,5.048,0.213,0.021,0.421,0.007,64.692,0.564,12.171,0.53,0.2,1.41,0.417,1.41,80.344,2.34,2.34,5.95,1.3,1.1,45,13,1,Sunny
318385,2016,1,1.899,7.5,8.29,31.62,10.002,1.21,0.004,0.007,0.211,0.067,0.285,29.528,3.173,0.107,0.008,0.512,0.008,64,0.516,15.712,0.605,0.233,1.847,0.16,1.847,81.332,1.811,1.811,6.4,0.8,1.8,45,13,1,Sunny
318391,2016,1,0.801,15.1,8.31,31.74,11.205,1.179,0.004,0.008,0.2,0.082,0.29,25,2.439,0.098,0.017,0.52,0.011,49.524,0.502,7.906,0.589,0.233,1.9,0.33,1.9,82.857,1.731,1.731,6.45,2.1,1.1,135,13,2,Sunny
318403,2016,1,0.955,9.3,8.265,31.259,10.061,1.234,0.002,0.008,0.112,0.07,0.19,13.274,1.596,0.12,0.015,0.326,0.005,72.333,0.421,9.978,0.617,0.133,0.951,0.294,1.314,95.052,2.215,2.215,5.9,2,1.3,45,13,1,Sunny
318483,2016,1,0.299,8.5,8.3,31.129,11.4,0.887,0.002,0,0.021,0.035,0.056,0,0.599,0,0.014,0.071,0.015,4.924,0.44,8,0.444,0.143,0.279,0.288,0.555,25.953,7.885,7.885,7.2,2.5,2.6,181,4,2,Sunny
318517,2016,1,0.54,9,8.3,31.289,11.4,0.76,0.004,0.002,0.063,0.014,0.079,27.241,4.647,0.171,0.01,0.102,0.014,7.391,0.38,8.6,0.38,0.233,0.396,0.197,0.59,22.606,4.803,4.803,7.1,1,2.7,167,4,2,Sunny
318563,2016,1,0.611,8,8.29,31.196,11.2,0.9,0.004,0.001,0.053,0.032,0.085,64.181,1.636,0.025,0.012,0.106,0.02,5.327,0.427,6.3,0.45,0.233,0.427,0.246,1.053,24.405,4.999,4.999,7,2,3.3,176,4,2,Sunny
318781,2016,1,0.721,23.4,8.34,31.244,11.117,1.27,0.003,0.011,0.195,0.033,0.238,18.524,5.985,0.323,0.011,0.408,0.007,62.692,0.345,9.446,0.635,0.2,1.375,0.213,1.375,79.167,1.451,1.451,6.35,2.2,1.5,135,13,2,Sunny
318825,2016,1,1.006,21,8.395,31.258,11.026,1.27,0.002,0.009,0.151,0.022,0.181,17.706,6.841,0.386,0.036,0.323,0.005,71.778,0.426,9.92,0.635,0.133,0.905,0.718,1.357,90.5,2.354,2.354,6,2.2,1.4,135,13,2,Sunny
318879,2016,1,0.482,23.2,8.34,31.717,12.126,1.131,0.003,0.008,0.147,0.059,0.214,18.313,2.483,0.136,0.013,0.374,0.006,68,0.398,7.652,0.565,0.167,1.135,0.252,1.857,85.4,1.862,1.862,6.25,2.2,1.3,135,13,2,Sunny
319429,2016,1,0.523,9,8.21,31.007,8.37,0.808,0.004,0.001,0.059,0.019,0.08,43.309,3.036,0.07,0.009,0.098,0.009,10.641,0.628,14.5,0.404,0.233,0.398,0.17,0.882,22.76,7.884,7.884,7.1,0.5,3.7,165,6,2,Sunny
319495,2016,1,0.638,2.5,8.22,30.492,7.67,1.63,0.003,0.009,0.135,0.015,0.159,14.579,9.122,0.626,0.035,0.212,0.013,16.825,0.5,9.2,0.815,0.188,0.795,0.698,0.864,56.404,3.143,3.143,9,0.5,2.2,237,13,1,Sunny
319537,2016,1,0.59,1.5,8.23,30.514,9.38,1.68,0.008,0.007,0.199,0.02,0.226,30.428,9.803,0.322,0.035,0.308,0.016,19.371,0.48,9.6,0.84,0.503,1.258,0.698,1.258,29.952,2.125,2.125,8.9,0.5,2,247,12,1,Sunny
319549,2016,1,0.846,6,8.23,30.803,11.1,1.2,0.003,0.007,0.247,0.016,0.27,33.021,15.732,0.476,0.011,0.241,0.018,13.464,0.455,12.4,0.6,0.178,1.702,0.22,1.702,101.191,1.684,1.684,8.5,0.4,1.3,155,14,1,Sunny
319553,2016,1,1.3,4.5,8.24,30.727,11.4,0.887,0.005,0.002,0.131,0.034,0.168,53.469,3.819,0.071,0.018,0.224,0.016,14.088,0.226,8.6,0.444,0.323,0.839,0.35,0.839,34.588,1.347,1.347,7.5,0.2,2.1,29,14,1,Sunny
319599,2016,1,0.511,1.7,8.26,30.598,9.77,1.67,0.006,0.015,0.07,0.028,0.112,4.549,2.531,0.556,0.034,0.148,0.017,8.605,0.601,11,0.835,0.413,0.562,0.676,0.835,18.158,5.347,5.347,8.8,0.5,2.5,260,12,1,Sunny
319609,2016,1,0.312,8,8.25,30.102,11.3,1.36,0.005,0.007,0.202,0.015,0.224,29.619,13.741,0.464,0.012,0.276,0.021,13.019,0.681,5.5,0.68,0.323,1.235,0.232,1.235,46.087,3.047,3.047,7,0.2,0.8,22,15,1,Sunny
319615,2016,1,0.237,2.4,8.16,32.019,9.68,1.17,0,0.008,0.112,0.013,0.133,13.948,8.485,0.608,0.004,0.14,0.017,8.485,0.063,2.5,0.585,0.012,0.666,0.087,1.333,712.46,0.474,0.474,5,1.4,0.8,83,10,0,Sunny
319645,2016,1,0.991,1.2,8.2,30.911,9.31,2.49,0.006,0.013,0.093,0.039,0.144,7.44,2.409,0.324,0.037,0.178,0.019,9.622,0.588,12.2,1.49,0.413,0.721,0.74,1.49,23.279,4.08,4.08,8.8,0.5,3.6,242,13,1,Sunny
319655,2016,1,0.442,1.6,8.2,31.916,10.32,1.1,0.002,0.009,0.102,0.013,0.123,11.888,8.16,0.686,0.004,0.127,0.014,8.819,0.059,2.8,0.55,0.106,0.615,0.085,1.3,77.409,0.479,0.479,4.9,0.2,0.8,65,19,0,Sunny
319667,2016,1,0.048,9.5,8.25,30.833,11.4,0.808,0.002,0.014,0.126,0.026,0.166,9.265,4.828,0.521,0.014,0.232,0.009,25.19,0.561,11.3,0.404,0.143,0.829,0.282,1.113,77.07,3.386,3.386,6.6,0.5,1.8,277,14,1,Sunny
319717,2016,1,0.237,1.1,8.08,32.328,10.16,1.27,0,0.009,0.1,0.013,0.122,11.655,7.634,0.655,0.004,0.127,0.019,6.615,0.071,2.3,0.635,0.012,0.608,0.078,0.635,650.695,0.586,0.586,5.2,0.6,0.7,74,12,0,Sunny
319909,2016,1,3.965,17,8.07,31.021,8.97,1.25,0.017,0.004,0.159,0.054,0.217,37.947,2.955,0.078,0.033,0.288,0.037,7.69,0.326,66.6,0.625,1.045,1.17,0.668,1.17,12.916,1.502,1.502,5.12,0.3,1.1,18,9,1,Sunny
319971,2016,1,3.13,14.5,8.16,30.927,9.51,0.971,0.014,0.004,0.192,0.038,0.234,54.545,5,0.092,0.039,0.305,0.044,6.874,0.305,92.2,0.485,0.957,1.339,0.788,1.339,16.301,1.304,1.304,4.57,0.3,1.2,19,9,1,Sunny
319975,2016,1,5.53,6.3,8.1,31.001,9.16,0.758,0.026,0.006,0.13,0.078,0.214,22.453,1.665,0.074,0.041,0.272,0.024,11.24,0.304,13.4,0.379,1.355,1.139,0.812,1.355,8.195,1.421,1.421,5.41,1,1.3,18,8,1,Sunny
319977,2016,1,4.15,5.5,8.08,30.992,9.98,0.495,0.018,0.011,0.249,0.08,0.34,21.842,3.12,0.143,0.042,0.429,0.029,14.844,0.28,13.7,0.248,1.078,2.402,0.842,2.402,19.112,0.823,0.823,5.97,1,1.2,17,7,1,Sunny
320009,2016,1,2.43,15,8.085,31.038,8.82,0.93,0.014,0.003,0.129,0.048,0.181,37.229,2.685,0.072,0.032,0.239,0.04,5.963,0.298,83.95,0.465,0.907,0.903,0.646,1.107,13.273,1.651,1.651,4.9,0.5,1.2,15,8,1,Sunny
320037,2016,1,1.34,9.5,8.26,30.256,11.3,2.31,0.002,0.001,0.047,0.012,0.06,34.485,3.844,0.111,0.018,0.078,0.011,7.429,0.454,4.7,1.31,0.143,0.302,0.35,1.31,28.121,7.509,7.509,8.8,1,3.9,177,6,1,Sunny
320043,2016,1,1.4,9.5,8.29,31.113,11.1,2.23,0.005,0.001,0.087,0.016,0.104,70.902,5.475,0.077,0.01,0.139,0.02,6.985,0.427,6.7,1.23,0.323,0.518,0.206,1.23,21.344,4.125,4.125,7.5,1,4.9,162,6,1,Sunny
320143,2016,1,1.094,11,8.245,30.187,10.95,1.23,0.002,0.004,0.078,0.01,0.092,18.485,7.695,0.416,0.017,0.127,0.011,12.032,0.568,7,0.615,0.143,0.462,0.344,0.993,43.012,6.137,6.137,9.15,1,1.8,171,11,1,Sunny
320157,2016,1,0.759,9.5,8.19,30.302,11.3,1.03,0.003,0.001,0.139,0.034,0.174,108.594,4.076,0.038,0.011,0.269,0.016,17.355,0.448,10.6,0.515,0.208,0.872,0.224,0.872,55.891,2.569,2.569,8.1,0.5,1.8,165,14,1,Sunny
320223,2016,1,0.056,9,8.19,30.497,11.4,1.12,0.002,0.007,0.149,0.015,0.171,21.045,9.803,0.466,0.013,0.242,0.019,13.081,0.373,11.8,0.56,0.143,0.856,0.252,0.856,79.665,2.178,2.178,8.2,0.3,1.7,158,14,1,Sunny
320277,2016,1,0.079,17,8.165,30.635,11.35,1.44,0.004,0.005,0.21,0.013,0.228,40.541,16.451,0.406,0.02,0.298,0.017,17.326,0.708,13.55,0.72,0.233,1.279,0.39,1.279,65.127,3.106,3.106,7.25,1,1.4,183,8,1,Sunny
320337,2016,1,0.102,9.5,8.21,30.201,11.6,1.01,0.002,0.002,0.196,0.025,0.222,119.512,8,0.067,0.011,0.304,0.021,14.34,0.414,12.4,0.505,0.143,1.221,0.214,1.221,103.321,1.864,1.864,7.3,1,1.6,229,11,1,Sunny
320343,2016,1,0.51,13,8.23,30.115,11.8,0.893,0.003,0.005,0.1,0.029,0.133,20.874,3.469,0.166,0.011,0.174,0.016,10.978,0.702,10.75,0.447,0.188,0.665,0.216,0.895,47.086,5.274,5.274,6.8,0.3,1.7,165,15,1,Sunny
320403,2016,1,2.51,19,8.145,30.931,9.07,0.691,0.017,0.004,0.192,0.022,0.218,43.098,8.787,0.204,0.024,0.297,0.034,8.759,0.27,107.7,0.346,1.037,1.183,0.484,1.183,13.191,1.235,1.235,5.56,0.3,1.2,19,9,1,Sunny
320457,2016,1,1.475,19,8.12,31.002,9.445,0.806,0.016,0.004,0.273,0.044,0.32,65.505,6.229,0.095,0.018,0.415,0.034,12.117,0.273,160.5,0.403,1.022,2.204,0.358,2.204,19.901,0.852,0.852,4.6,0.3,1.3,17,9,1,Sunny
320463,2016,1,2.705,18,8.22,30.999,8.615,0.968,0.021,0.005,0.224,0.084,0.313,49.069,2.665,0.054,0.02,0.406,0.035,11.471,0.333,66.15,0.484,1.173,2.126,0.398,2.126,15.139,1.065,1.065,5.76,0.3,1.5,18,9,1,Sunny
320523,2016,1,2.735,18,8.125,31.009,8.955,0.699,0.019,0.004,0.155,0.034,0.194,35.068,4.526,0.129,0.028,0.243,0.045,5.419,0.324,186.05,0.349,1.107,0.968,0.554,1.107,10.384,1.673,1.673,4.36,0.5,1.5,20,8,1,Sunny
320583,2016,1,2.28,25,8.077,31.006,8.707,0.789,0.022,0.004,0.223,0.023,0.251,51.302,9.682,0.189,0,0.328,0.038,8.715,0.299,19.7,0.395,1.202,1.508,0,1.508,11.663,1.192,1.192,4.54,0.5,1.6,19,8,1,Sunny
321475,2016,1,3.02,9,8.12,31.02,9.62,1.09,0.014,0.003,0.127,0.002,0.132,46.863,66.842,1.426,0.03,0.162,0.029,5.606,0.297,89.4,0.545,0.933,0.658,0.594,1.007,9.401,2.257,2.257,4.64,0.3,1.2,15,8,1,Sunny
321489,2016,1,3.033,31,8.057,31.047,8.55,0.641,0.017,0.002,0.17,0.039,0.211,68.733,4.404,0.064,0.028,0.265,0.035,7.555,0.287,47.267,0.321,1.047,1.111,0.558,1.111,12.514,1.361,1.361,4.47,0.5,1.5,18,7,1,Sunny
321501,2016,1,1.29,8,8.12,30.997,9.32,0.758,0.013,0.002,0.131,0.056,0.189,65.174,2.331,0.036,0,0.248,0.039,6.408,0.235,45.7,0.379,0.847,0.946,0,1.08,14.898,1.242,1.242,5.42,0.3,1.2,18,9,1,Sunny
321555,2016,1,0.933,36,8.12,30.938,8.34,0.551,0.016,0.003,0.203,0.024,0.23,72.533,8.402,0.116,0.014,0.29,0.038,7.616,0.242,26.867,0.276,1.002,1.303,0.272,1.303,14.86,1.049,1.049,4.57,0.5,1.7,15,7,1,Sunny
321561,2016,1,1.51,21,8.195,31.05,9.165,0.787,0.014,0.004,0.19,0.036,0.229,52.933,5.249,0.099,0.027,0.279,0.042,6.651,0.277,54.3,0.393,0.92,1.292,0.53,1.292,16.607,1.206,1.206,4.96,0.5,1.8,15,7,1,Sunny
164589,2016,2,5.18,8,8.04,31.215,9.64,1,0.003,0.004,0.034,0.045,0.083,8.5,0.749,0.088,0.015,0.671,0.025,26.522,0.141,11.7,0.5,0.206,0.417,0.296,0.76,26.99,1.691,1.691,13.1,2,2.8,115,7,1,Cloudy
165431,2016,2,3.13,7,8.2,31.239,8.22,0.987,0.002,0.001,0.022,0.063,0.086,20.55,0.357,0.017,0.033,0.497,0.025,20.203,0.225,15.7,0.494,0.165,0.431,0.666,0.798,34.935,2.607,2.607,15.81,2,1.2,245,7,2,Sunny
165489,2016,2,2.94,7,8.17,31.255,8.06,0.794,0.003,0.001,0.028,0.06,0.089,27.573,0.477,0.017,0.036,0.515,0.024,21.639,0.125,16.6,0.397,0.203,0.445,0.716,1.027,29.19,1.404,1.404,15.86,2,1.3,240,7,2,Sunny
165493,2016,2,4.11,8.5,8.23,31.249,8.18,1.02,0.004,0.001,0.043,0.066,0.111,34.444,0.659,0.019,0,0.662,0.029,23.147,0.142,13.7,0.51,0.281,0.553,0,1.047,26.261,1.284,1.284,15.98,1.5,1,240,7,2,Sunny
165603,2016,2,0.266,0.5,8.03,31.814,7.79,1.69,0.023,0.012,0.123,0.09,0.225,10.336,1.371,0.133,0.037,0.282,0.082,3.447,0.538,8.2,0.845,1.262,1.246,0.732,1.262,9.639,2.395,2.395,16.7,0.5,3.3,37,14,2,Cloudy
165605,2016,2,0.451,0.5,8.16,31.602,8.09,1.74,0.025,0.01,0.153,0.087,0.25,15.3,1.751,0.114,0.037,0.286,0.085,3.369,0.353,6.3,0.87,1.305,1.504,0.748,1.504,10.179,1.41,1.41,16.7,0.5,4.1,82,13,2,Cloudy
165609,2016,2,2.995,15.5,8.19,31.225,7.97,0.866,0.002,0.002,0.029,0.056,0.086,16.156,0.523,0.032,0.039,0.582,0.033,17.41,0.128,8.285,0.433,0.145,0.431,0.778,1.097,39.585,1.477,1.477,15.88,1.5,1.5,260,7,2,Sunny
165729,2016,2,3.44,20,8.155,31.292,7.37,1.075,0.003,0.001,0.032,0.07,0.103,27.094,0.451,0.017,0.031,0.484,0.025,19.035,0.228,7.865,0.538,0.203,0.516,0.614,1.04,33.826,2.21,2.21,15.67,1.5,1.8,260,7,2,Sunny
165791,2016,2,3.055,19.5,8.195,31.225,8.14,0.756,0.006,0.001,0.039,0.075,0.115,36.934,0.521,0.014,0.026,0.52,0.024,21.849,0.176,8.555,0.378,0.417,0.577,0.518,1.013,18.45,1.522,1.522,15.77,2,1.8,252,7,2,Sunny
165855,2016,2,2.59,9,8.22,31.17,8.68,0.794,0.003,0.009,0.098,0.062,0.169,10.528,1.571,0.149,0.04,0.434,0.031,14.137,0.145,12.3,0.397,0.208,0.846,0.8,0.846,54.224,0.857,0.857,13.5,2.5,2.5,205,7,1,Sunny
165971,2016,2,4.04,21.5,8.105,31.241,8.27,0.96,0.004,0.003,0.032,0.06,0.094,12.363,0.532,0.043,0.017,0.402,0.032,12.484,0.106,8.285,0.48,0.252,0.469,0.34,0.87,24.791,1.126,1.126,15.86,2,2,240,7,2,Sunny
166093,2016,2,3.3,18.5,8.225,31.185,8.595,0.694,0.003,0.009,0.093,0.06,0.162,10.526,1.54,0.146,0.02,0.359,0.018,20.225,0.23,21.55,0.347,0.198,0.812,0.408,0.812,54.587,1.413,1.413,12.97,3,2.5,200,7,1,Sunny
166097,2016,2,3.54,9.5,8.19,31.198,8.7,0.754,0.003,0.009,0.1,0.063,0.173,10.961,1.589,0.145,0.028,0.427,0.035,12.27,0.293,22.9,0.377,0.228,0.864,0.552,1.04,50.515,1.696,1.696,13.13,3,2,205,7,1,Sunny
166217,2016,2,4.72,9,8.28,31.107,8.5,0.778,0.004,0.009,0.103,0.07,0.182,11.691,1.471,0.126,0.036,0.472,0.023,20.885,0.26,11.4,0.389,0.267,0.909,0.71,1.013,45.453,1.43,1.43,13.71,4,2.5,195,7,1,Sunny
166273,2016,2,4.015,18,8.18,31.117,8.54,0.79,0.003,0.009,0.092,0.059,0.16,10.792,1.547,0.143,0.017,0.334,0.034,9.709,0.191,18.15,0.395,0.208,0.8,0.346,1.04,51.174,1.194,1.194,13.01,3.5,3,195,7,1,Sunny
166397,2016,2,5.61,19,8.225,31.2,8.51,0.714,0.003,0.009,0.1,0.066,0.175,11.367,1.518,0.134,0.024,0.442,0.026,16.838,0.351,29.55,0.357,0.228,0.875,0.474,0.875,51.249,2.003,2.003,13.44,4,3,200,7,1,Sunny
166453,2016,2,3.205,19.5,8.195,31.16,8.7,0.782,0.002,0.009,0.096,0.064,0.168,11.255,1.506,0.134,0.022,0.301,0.026,11.467,0.23,27.45,0.391,0.14,0.841,0.442,0.92,79.893,1.365,1.365,13.25,4,3,200,7,1,Sunny
166555,2016,2,1.09,1.7,8.24,32.419,9.44,0.489,0,0.002,0.067,0.057,0.126,35.474,1.189,0.034,0.009,0.486,0.007,65.854,0.078,7,0.245,0,0.63,0.175,1.283,,0.616,0.616,14.9,1.2,4,172,8,2,Rainy
